token,source_text,cleaned_video_path,cleaned_pose_path,num_frames,pose_dim,signer_id,take_id,id,trim_start_frames,trim_end_frames,success,error_message
بعد الاكل,بعد الأكل,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/بعد الاكل/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/بعد الاكل/TOK_0022_T02.npy,52,1629,S01,T02,TOK_0022_T02,0,0,True,
بعد الاكل,بعد الأكل,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/بعد الاكل/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/بعد الاكل/TOK_0022_T03.npy,66,1629,S01,T03,TOK_0022_T03,1,0,True,
بعد الاكل,بعد الأكل,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/بعد الاكل/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/بعد الاكل/TOK_0022_T04.npy,51,1629,S01,T04,TOK_0022_T04,0,0,True,
بعيد عن الاطفال,بعيد عن الأطفال,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/بعيد عن الاطفال/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/بعيد عن الاطفال/TOK_0023_T01.npy,67,1629,S01,T01,TOK_0023_T01,1,0,True,
بعيد عن الاطفال,بعيد عن الأطفال,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/بعيد عن الاطفال/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/بعيد عن الاطفال/TOK_0023_T02.npy,68,1629,S01,T02,TOK_0023_T02,8,0,True,
بعيد عن الاطفال,بعيد عن الأطفال,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/بعيد عن الاطفال/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/بعيد عن الاطفال/TOK_0023_T03.npy,56,1629,S01,T03,TOK_0023_T03,4,0,True,
بعيد عن الاطفال,بعيد عن الأطفال,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/بعيد عن الاطفال/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/بعيد عن الاطفال/TOK_0023_T04.npy,47,1629,S01,T04,TOK_0023_T04,17,0,True,
ثلاث مرات,ثلاث مرات,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ثلاث مرات/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ثلاث مرات/TOK_0024_T01.npy,54,1629,S01,T01,TOK_0024_T01,11,3,True,
ثلاث مرات,ثلاث مرات,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ثلاث مرات/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ثلاث مرات/TOK_0024_T02.npy,49,1629,S01,T02,TOK_0024_T02,0,0,True,
ثلاث مرات,ثلاث مرات,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ثلاث مرات/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ثلاث مرات/TOK_0024_T03.npy,45,1629,S01,T03,TOK_0024_T03,0,0,True,
ثلاث مرات,ثلاث مرات,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ثلاث مرات/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ثلاث مرات/TOK_0024_T04.npy,60,1629,S01,T04,TOK_0024_T04,7,5,True,
ثلاث مرات,ثلاث مرات,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ثلاث مرات/S01_T05.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ثلاث مرات/TOK_0024_T05.npy,39,1629,S01,T05,TOK_0024_T05,0,0,True,
ثلاثه,ثلاثة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ثلاثه/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ثلاثه/TOK_0025_T01.npy,43,1629,S01,T01,TOK_0025_T01,0,2,True,
ثلاثه,ثلاثة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ثلاثه/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ثلاثه/TOK_0025_T02.npy,36,1629,S01,T02,TOK_0025_T02,0,0,True,
ثلاثه,ثلاثة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ثلاثه/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ثلاثه/TOK_0025_T03.npy,56,1629,S01,T03,TOK_0025_T03,0,0,True,
ثلاثه,ثلاثة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ثلاثه/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ثلاثه/TOK_0025_T04.npy,33,1629,S01,T04,TOK_0025_T04,0,0,True,
حبه,حبة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/حبه/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/حبه/TOK_0026_T01.npy,39,1629,S01,T01,TOK_0026_T01,5,1,True,
حبه,حبة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/حبه/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/حبه/TOK_0026_T02.npy,34,1629,S01,T02,TOK_0026_T02,2,0,True,
حبه,حبة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/حبه/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/حبه/TOK_0026_T03.npy,45,1629,S01,T03,TOK_0026_T03,0,0,True,
حبه,حبة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/حبه/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/حبه/TOK_0026_T04.npy,13,1629,S01,T04,TOK_0026_T04,16,1,True,
حراره الغرفه,حرارة الغرفة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/حراره الغرفه/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/حراره الغرفه/TOK_0027_T01.npy,64,1629,S01,T01,TOK_0027_T01,0,1,True,
حراره الغرفه,حرارة الغرفة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/حراره الغرفه/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/حراره الغرفه/TOK_0027_T02.npy,68,1629,S01,T02,TOK_0027_T02,0,20,True,
حراره الغرفه,حرارة الغرفة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/حراره الغرفه/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/حراره الغرفه/TOK_0027_T03.npy,58,1629,S01,T03,TOK_0027_T03,0,11,True,
حراره الغرفه,حرارة الغرفة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/حراره الغرفه/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/حراره الغرفه/TOK_0027_T04.npy,58,1629,S01,T04,TOK_0027_T04,1,9,True,
حساسيه,حساسية,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/حساسيه/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/حساسيه/TOK_0028_T01.npy,43,1629,S01,T01,TOK_0028_T01,0,0,True,
حساسيه,حساسية,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/حساسيه/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/حساسيه/TOK_0028_T02.npy,47,1629,S01,T02,TOK_0028_T02,0,0,True,
حساسيه,حساسية,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/حساسيه/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/حساسيه/TOK_0028_T03.npy,56,1629,S01,T03,TOK_0028_T03,0,0,True,
حساسيه,حساسية,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/حساسيه/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/حساسيه/TOK_0028_T04.npy,46,1629,S01,T04,TOK_0028_T04,0,0,True,
خذ,خذ,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/خذ/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/خذ/TOK_0029_T01.npy,47,1629,S01,T01,TOK_0029_T01,0,0,True,
خذ,خذ,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/خذ/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/خذ/TOK_0029_T02.npy,34,1629,S01,T02,TOK_0029_T02,1,5,True,
خذ,خذ,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/خذ/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/خذ/TOK_0029_T03.npy,40,1629,S01,T03,TOK_0029_T03,0,5,True,
خذ,خذ,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/خذ/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/خذ/TOK_0029_T04.npy,32,1629,S01,T04,TOK_0029_T04,0,8,True,
خمسه,خمسة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/خمسه/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/خمسه/TOK_0030_T01.npy,42,1629,S01,T01,TOK_0030_T01,0,18,True,
خمسه,خمسة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/خمسه/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/خمسه/TOK_0030_T02.npy,38,1629,S01,T02,TOK_0030_T02,0,0,True,
خمسه,خمسة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/خمسه/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/خمسه/TOK_0030_T03.npy,44,1629,S01,T03,TOK_0030_T03,2,0,True,
خمسه,خمسة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/خمسه/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/خمسه/TOK_0030_T04.npy,33,1629,S01,T04,TOK_0030_T04,0,1,True,
دوخه,دوخة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/دوخه/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/دوخه/TOK_0031_T01.npy,51,1629,S01,T01,TOK_0031_T01,2,4,True,
دوخه,دوخة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/دوخه/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/دوخه/TOK_0031_T02.npy,44,1629,S01,T02,TOK_0031_T02,0,0,True,
دوخه,دوخة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/دوخه/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/دوخه/TOK_0031_T03.npy,72,1629,S01,T03,TOK_0031_T03,0,0,True,
دوخه,دوخة,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/دوخه/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/دوخه/TOK_0031_T04.npy,53,1629,S01,T04,TOK_0031_T04,1,1,True,
رج,رج,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/رج/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/رج/TOK_0032_T01.npy,48,1629,S01,T01,TOK_0032_T01,0,2,True,
رج,رج,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/رج/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/رج/TOK_0032_T02.npy,55,1629,S01,T02,TOK_0032_T02,0,0,True,
رج,رج,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/رج/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/رج/TOK_0032_T03.npy,50,1629,S01,T03,TOK_0032_T03,0,0,True,
رج,رج,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/رج/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/رج/TOK_0032_T04.npy,45,1629,S01,T04,TOK_0032_T04,0,0,True,
رخيص,رخيص,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/رخيص/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/رخيص/TOK_0033_T01.npy,24,1629,S01,T01,TOK_0033_T01,14,17,True,
شديد,شديد,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/شديد/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/شديد/TOK_0034_T01.npy,23,1629,S01,T01,TOK_0034_T01,1,18,True,
شديد,شديد,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/شديد/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/شديد/TOK_0034_T02.npy,21,1629,S01,T02,TOK_0034_T02,0,16,True,
شديد,شديد,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/شديد/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/شديد/TOK_0034_T03.npy,63,1629,S01,T03,TOK_0034_T03,0,2,True,
شديد,شديد,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/شديد/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/شديد/TOK_0034_T04.npy,23,1629,S01,T04,TOK_0034_T04,0,19,True,
شراب,شراب,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/شراب/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/شراب/TOK_0035_T01.npy,53,1629,S01,T01,TOK_0035_T01,2,2,True,
شراب,شراب,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/شراب/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/شراب/TOK_0035_T02.npy,40,1629,S01,T02,TOK_0035_T02,7,0,True,
شراب,شراب,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/شراب/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/شراب/TOK_0035_T03.npy,45,1629,S01,T03,TOK_0035_T03,2,4,True,
شراب,شراب,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/شراب/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/شراب/TOK_0035_T04.npy,35,1629,S01,T04,TOK_0035_T04,9,0,True,
صافي,صافي,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/صافي/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/صافي/TOK_0036_T01.npy,53,1629,S01,T01,TOK_0036_T01,12,0,True,
صعوبه تنفس,صعوبة تنفس,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/صعوبه تنفس/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/صعوبه تنفس/TOK_0037_T01.npy,55,1629,S01,T01,TOK_0037_T01,2,2,True,
صعوبه تنفس,صعوبة تنفس,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/صعوبه تنفس/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/صعوبه تنفس/TOK_0037_T02.npy,75,1629,S01,T02,TOK_0037_T02,0,2,True,
صعوبه تنفس,صعوبة تنفس,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/صعوبه تنفس/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/صعوبه تنفس/TOK_0037_T03.npy,86,1629,S01,T03,TOK_0037_T03,0,6,True,
صعوبه تنفس,صعوبة تنفس,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/صعوبه تنفس/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/صعوبه تنفس/TOK_0037_T04.npy,54,1629,S01,T04,TOK_0037_T04,0,1,True,
ضع,ضع,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ضع/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ضع/TOK_0038_T01.npy,31,1629,S01,T01,TOK_0038_T01,5,5,True,
ضع,ضع,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ضع/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ضع/TOK_0038_T02.npy,45,1629,S01,T02,TOK_0038_T02,0,0,True,
ضع,ضع,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ضع/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ضع/TOK_0038_T03.npy,60,1629,S01,T03,TOK_0038_T03,0,0,True,
ضع,ضع,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/ضع/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/ضع/TOK_0038_T04.npy,34,1629,S01,T04,TOK_0038_T04,0,4,True,
طبيب,طبيب,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/طبيب/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/طبيب/TOK_0039_T01.npy,43,1629,S01,T01,TOK_0039_T01,0,0,True,
طبيب,طبيب,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/طبيب/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/طبيب/TOK_0039_T02.npy,38,1629,S01,T02,TOK_0039_T02,0,0,True,
طبيب,طبيب,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/طبيب/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/طبيب/TOK_0039_T03.npy,39,1629,S01,T03,TOK_0039_T03,0,0,True,
طبيب,طبيب,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/طبيب/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/طبيب/TOK_0039_T04.npy,38,1629,S01,T04,TOK_0039_T04,0,0,True,
طبيعي,طبيعي,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/طبيعي/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/طبيعي/TOK_0040_T01.npy,64,1629,S01,T01,TOK_0040_T01,3,3,True,
طفح جلدي,طفح جلدي,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/طفح جلدي/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/طفح جلدي/TOK_0041_T01.npy,55,1629,S01,T01,TOK_0041_T01,0,5,True,
طفح جلدي,طفح جلدي,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/طفح جلدي/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/طفح جلدي/TOK_0041_T02.npy,46,1629,S01,T02,TOK_0041_T02,0,0,True,
طفح جلدي,طفح جلدي,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/طفح جلدي/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/طفح جلدي/TOK_0041_T03.npy,70,1629,S01,T03,TOK_0041_T03,6,4,True,
طفح جلدي,طفح جلدي,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/طفح جلدي/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/طفح جلدي/TOK_0041_T04.npy,53,1629,S01,T04,TOK_0041_T04,0,0,True,
غالي,غالي,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/غالي/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/غالي/TOK_0042_T01.npy,52,1629,S01,T01,TOK_0042_T01,0,6,True,
فورا,فوراً,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/فورا/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/فورا/TOK_0043_T01.npy,41,1629,S01,T01,TOK_0043_T01,0,6,True,
فورا,فوراً,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/فورا/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/فورا/TOK_0043_T02.npy,66,1629,S01,T02,TOK_0043_T02,0,11,True,
فورا,فوراً,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/فورا/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/فورا/TOK_0043_T03.npy,32,1629,S01,T03,TOK_0043_T03,0,0,True,
فورا,فوراً,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/فورا/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/فورا/TOK_0043_T04.npy,36,1629,S01,T04,TOK_0043_T04,0,0,True,
قبل الاكل,قبل الأكل,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/قبل الاكل/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/قبل الاكل/TOK_0044_T01.npy,40,1629,S01,T01,TOK_0044_T01,9,0,True,
قبل الاكل,قبل الأكل,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/قبل الاكل/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/قبل الاكل/TOK_0044_T02.npy,54,1629,S01,T02,TOK_0044_T02,1,5,True,
قبل الاكل,قبل الأكل,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/قبل الاكل/S01_T03.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/قبل الاكل/TOK_0044_T03.npy,59,1629,S01,T03,TOK_0044_T03,3,1,True,
قبل الاكل,قبل الأكل,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/قبل الاكل/S01_T04.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/قبل الاكل/TOK_0044_T04.npy,45,1629,S01,T04,TOK_0044_T04,3,0,True,
قبل النوم,قبل النوم,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/قبل النوم/S01_T01.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/قبل النوم/TOK_0045_T01.npy,49,1629,S01,T01,TOK_0045_T01,2,4,True,
قبل النوم,قبل النوم,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_tokens/قبل النوم/S01_T02.mp4,C:/Users/alaan/Desktop/SignData_Prepared/large_sentence_experiment/assets/cleaned_pose_full/قبل النوم/TOK_0045_T02.npy,51,1629,S01,T02,TOK_0045_T02,0,0,True,
