id,token,gloss_clean,file_id,video_path,absolute_video_path,source_filename,extraction_status,success,signer_id,take_id,trim_start_frames,trim_end_frames,error_message,pose_path,full_pose_path,frames,feature_dim,landmark_count
TOK_0050_T01,لمده,لمده,TOK_0050_T01,Tokens/لمدة.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/لمدة.mp4,لمدة.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/لمده/TOK_0050_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/لمده/TOK_0050_T01.npy,41,1629,543
TOK_0051_T01,ماء,ماء,TOK_0051_T01,Tokens/ماء.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/ماء.mp4,ماء.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/ماء/TOK_0051_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/ماء/TOK_0051_T01.npy,32,1629,543
TOK_0052_T01,مرات باليوم,مرات باليوم,TOK_0052_T01,Tokens/مرات باليوم.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/مرات باليوم.mp4,مرات باليوم.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/مرات باليوم/TOK_0052_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/مرات باليوم/TOK_0052_T01.npy,56,1629,543
TOK_0053_T01,مرتفع,مرتفع,TOK_0053_T01,Tokens/مرتفع.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/مرتفع.mp4,مرتفع.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/مرتفع/TOK_0053_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/مرتفع/TOK_0053_T01.npy,36,1629,543
TOK_0054_T01,مرتين,مرتين,TOK_0054_T01,Tokens/مرتين.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/مرتين.mp4,مرتين.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/مرتين/TOK_0054_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/مرتين/TOK_0054_T01.npy,17,1629,543
TOK_0055_T01,مره واحده,مره واحده,TOK_0055_T01,Tokens/مره واحده.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/مره واحده.mp4,مره واحده.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/مره واحده/TOK_0055_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/مره واحده/TOK_0055_T01.npy,37,1629,543
TOK_0056_T01,مرهم,مرهم,TOK_0056_T01,Tokens/مرهم.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/مرهم.mp4,مرهم.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/مرهم/TOK_0056_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/مرهم/TOK_0056_T01.npy,50,1629,543
TOK_0057_T01,مستقر,مستقر,TOK_0057_T01,Tokens/مستقر.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/مستقر.mp4,مستقر.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/مستقر/TOK_0057_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/مستقر/TOK_0057_T01.npy,43,1629,543
TOK_0058_T01,مع الاكل,مع الاكل,TOK_0058_T01,Tokens/مع الاكل.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/مع الاكل.mp4,مع الاكل.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/مع الاكل/TOK_0058_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/مع الاكل/TOK_0058_T01.npy,51,1629,543
TOK_0059_T01,معلقه كبيره,معلقه كبيره,TOK_0059_T01,Tokens/معلقة كبيرة.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/معلقة كبيرة.mp4,معلقة كبيرة.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/معلقه كبيره/TOK_0059_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/معلقه كبيره/TOK_0059_T01.npy,30,1629,543
TOK_0060_T01,ممكان بارد,ممكان بارد,TOK_0060_T01,Tokens/ممكان بارد.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/ممكان بارد.mp4,ممكان بارد.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/ممكان بارد/TOK_0060_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/ممكان بارد/TOK_0060_T01.npy,72,1629,543
TOK_0061_T01,ممنوع لا,ممنوع لا,TOK_0061_T01,Tokens/ممنوع لا.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/ممنوع لا.mp4,ممنوع لا.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/ممنوع لا/TOK_0061_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/ممنوع لا/TOK_0061_T01.npy,45,1629,543
TOK_0062_T01,منخفض,منخفض,TOK_0062_T01,Tokens/منخفض.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/منخفض.mp4,منخفض.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/منخفض/TOK_0062_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/منخفض/TOK_0062_T01.npy,33,1629,543
TOK_0063_T01,نصف حبه,نصف حبه,TOK_0063_T01,Tokens/نصف حبه.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/نصف حبه.mp4,نصف حبه.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/نصف حبه/TOK_0063_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/نصف حبه/TOK_0063_T01.npy,62,1629,543
TOK_0064_T01,نصف ساعه,نصف ساعه,TOK_0064_T01,Tokens/نصف ساعه.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/نصف ساعه.mp4,نصف ساعه.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/نصف ساعه/TOK_0064_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/نصف ساعه/TOK_0064_T01.npy,35,1629,543
TOK_0065_T01,نعاس,نعاس,TOK_0065_T01,Tokens/نعاس.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/نعاس.mp4,نعاس.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/نعاس/TOK_0065_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/نعاس/TOK_0065_T01.npy,54,1629,543
TOK_0066_T01,نقطه,نقطه,TOK_0066_T01,Tokens/نقطة .mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/نقطة .mp4,نقطة .mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/نقطه/TOK_0066_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/نقطه/TOK_0066_T01.npy,47,1629,543
TOK_0067_T01,واحد,واحد,TOK_0067_T01,Tokens/واحد.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/واحد.mp4,واحد.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/واحد/TOK_0067_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/واحد/TOK_0067_T01.npy,33,1629,543
TOK_0068_T01,يوم,يوم,TOK_0068_T01,Tokens/يوم.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/يوم.mp4,يوم.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/يوم/TOK_0068_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/يوم/TOK_0068_T01.npy,41,1629,543
TOK_0069_T01,يوميا,يوميا,TOK_0069_T01,Tokens/يوميا.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/يوميا.mp4,يوميا.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/يوميا/TOK_0069_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/يوميا/TOK_0069_T01.npy,50,1629,543
